salary_id,employee_id,salary,start_date,end_date
253,5093,69429.71,2023-01-28,2023-09-29
254,1585,61398.15,2019-01-16,2019-08-12
255,394,81227.92,2021-06-19,2022-11-23
256,4050,61046.71,2019-07-17,2020-05-02
257,5584,80189.86,2022-04-12,2022-12-03
258,8515,86895.12,2019-11-13,2021-01-08
259,9830,77025.42,2017-07-22,2019-04-12
260,7315,39704.41,2017-05-15,2018-03-18
261,995,55756.73,2022-01-23,2022-08-25
262,1066,38410.12,2021-09-04,2022-07-11
263,7241,51580.91,2019-03-21,2019-11-12
264,7076,40600.52,2020-05-12,2021-01-14
265,915,51220.42,2021-04-13,2021-12-02
266,6250,40270.66,2022-10-15,2024-05-28
267,6736,82552.05,2018-07-24,2019-09-15
268,174,56115.6,2020-05-24,2022-02-27
269,7015,53678.91,2023-04-28,2024-02-05
270,426,63446.71,2023-10-13,2025-07-18
271,9631,40940.36,2022-11-27,2023-12-09
272,202,67608.76,2021-04-04,2021-12-09
273,3173,70055.01,2021-12-01,2022-10-06
274,4199,58155.39,2020-09-30,2022-03-27
275,7285,48373.39,2023-04-28,2024-05-02
276,723,42022.44,2020-03-26,2020-11-22
277,9577,63221.92,2018-11-18,2020-08-05
278,5862,67101.63,2022-02-01,2023-06-14
279,8867,43107.5,2021-11-20,2022-10-15
280,5058,51008.52,2024-02-28,2025-08-12
281,133,67254.2,2018-03-08,2020-02-16
282,2370,48056.3,2021-09-11,2022-05-07
283,9167,58213.36,2018-02-21,2018-10-14
284,3202,70230.51,2023-06-14,2024-07-03
285,3298,53785.36,2017-06-24,2018-03-01
286,7795,67986.93,2017-10-01,2019-07-21
287,5426,68885.67,2019-09-16,2021-02-20
288,6860,43925.4,2017-12-21,2019-05-21
289,7444,62276.19,2023-07-09,2024-02-17
290,61,73127.13,2021-04-17,2022-05-30
291,7644,48146.05,2020-10-29,2021-12-01
292,5432,46292.4,2024-02-01,2025-08-18
293,3019,54954.94,2023-05-12,2023-11-14
294,1209,36650.97,2023-01-22,2024-07-21
295,1888,50981.69,2021-07-05,2022-05-26
296,3186,37414.77,2018-12-09,2020-06-09
297,487,45880.37,2022-10-23,2023-11-10
298,2854,83696.02,2019-05-07,2020-06-14
299,2856,81614.38,2022-11-14,2024-04-24
300,4030,45779.32,2020-04-29,2021-04-26
301,2885,85085.69,2021-04-03,2022-06-25
302,344,55840.75,2021-11-25,2022-10-11
303,1819,86486.28,2024-04-18,2025-09-26
304,4999,48208.25,2020-11-11,2022-08-20
305,6101,86763.9,2020-06-10,2021-05-31
306,7107,41517.13,2023-01-07,2023-09-10
307,2143,45542.47,2019-08-01,2020-08-09
308,6197,52487.34,2018-10-07,2020-04-22
309,7038,85655.75,2023-02-06,2024-04-11
310,9623,81993.95,2018-06-04,2019-06-12
311,4820,53022.43,2020-03-28,2021-02-23
312,873,83006.83,2022-12-13,2024-03-23
313,8328,46508.07,2021-04-12,2023-02-21
314,1334,78504.85,2019-05-17,2021-03-08
315,1063,62973.76,2023-10-01,2024-09-16
316,8343,62422.33,2024-01-08,2025-07-24
317,7607,52700.27,2021-04-27,2022-04-25
318,6126,73198.03,2021-01-29,2023-01-17
319,8107,49758.45,2021-11-23,2023-09-19
320,6570,46395.98,2021-01-05,2021-08-10
321,3326,82474.25,2017-09-16,2019-06-20
322,6487,51829.95,2021-03-02,2022-04-09
323,6179,86452.44,2018-10-13,2019-09-18
324,6130,65280.36,2017-10-27,2019-01-10
325,2201,51227.64,2023-04-05,2023-12-27
326,8501,47659.77,2022-12-08,2024-05-31
327,675,63174.41,2023-08-02,2025-05-19
328,5512,59813.32,2018-04-26,2020-01-02
329,7087,55213.16,2023-06-19,2025-02-06
330,8152,50016.07,2019-08-23,2021-01-08
331,405,59292.87,2021-02-27,2022-02-25
332,4352,54750.11,2022-08-11,2023-04-25
333,1351,81343.19,2020-05-25,2021-09-18
334,8402,78223.03,2021-05-27,2022-02-11
335,3732,41522.33,2017-07-10,2018-04-16
336,5903,65031.43,2022-02-10,2022-09-17
337,5469,72130.9,2018-10-16,2019-11-01
338,4097,75986.62,2023-10-23,2025-02-23
339,4497,73810.35,2018-02-08,2019-02-18
340,2259,35469.36,2019-04-09,2020-06-29
341,4907,80226.99,2018-01-06,2019-04-19
342,6617,80202.37,2021-09-25,2023-05-13
343,195,70975.01,2020-09-16,2022-07-11
344,2446,47516.82,2022-05-31,2024-01-08
345,3439,47854.78,2020-08-22,2022-06-18
346,9618,74738.07,2020-11-23,2022-09-13
347,7560,78555.32,2018-11-30,2020-05-11
348,5130,58583.61,2023-12-04,2024-12-10
349,6844,59127.44,2022-06-03,2023-07-02
350,9150,55608.51,2018-11-08,2019-06-06
351,9462,51806.46,2020-04-19,2021-02-24
352,159,79572.08,2022-10-23,2024-09-13
353,5811,47401.99,2018-02-26,2019-08-07
354,6975,76956.29,2023-10-14,2025-05-29
355,8809,52934.37,2020-09-24,2022-01-23
356,381,85717.93,2017-10-30,2018-05-30
357,2519,66250.5,2018-06-11,2019-11-11
358,9880,88909.47,2023-04-12,2024-11-12
359,3346,38504.01,2021-09-15,2023-04-18
360,6332,61112.77,2022-04-12,2023-04-19
361,5388,70145.18,2022-07-09,2024-04-11
362,4992,44428.3,2019-10-20,2020-07-21
363,9059,36763.25,2018-03-19,2019-03-15
364,9886,36476.12,2022-01-03,2023-11-14
365,3261,85123.99,2018-05-20,2019-01-26
366,6323,46324.08,2021-09-15,2022-12-29
367,4770,38848.87,2018-02-20,2020-02-06
368,942,63519.24,2020-09-18,2022-03-29
369,2816,82283.9,2017-09-17,2019-02-13
370,6732,43636.95,2022-08-03,2024-03-05
371,1815,64504.92,2023-07-09,2024-05-16
372,7836,56394.61,2023-05-29,2024-02-03
373,3383,82874.7,2020-03-04,2021-01-11
374,5076,79984.29,2018-05-21,2020-02-02
375,7779,68204.02,2021-12-29,2022-12-06
376,5085,62636.13,2023-05-09,2024-05-30
377,7520,46093.65,2018-12-12,2020-03-18
378,2338,38518.35,2022-12-11,2024-09-07
379,6542,63922.11,2021-09-26,2022-12-02
380,9327,60311.25,2017-08-17,2019-06-30
381,9440,75550.99,2018-12-12,2019-07-20
382,4718,54073.0,2023-03-16,2024-12-22
383,4874,68716.51,2021-02-18,2022-09-21
384,2870,48702.41,2018-12-18,2020-08-14
385,7080,56156.57,2022-06-01,2024-03-10
386,3006,56645.32,2022-08-23,2023-05-27
387,716,83704.8,2018-08-31,2019-10-30
388,2588,83540.57,2017-08-07,2018-11-10
389,8811,71666.13,2019-11-27,2021-03-19
390,1094,84980.51,2021-06-24,2022-07-31
391,6739,89742.4,2023-04-12,2024-02-10
392,1254,62741.72,2023-10-19,2024-08-01
393,5342,59801.48,2019-06-21,2021-02-09
394,4142,62833.55,2019-07-03,2020-07-29
395,7573,39025.75,2020-12-04,2021-06-29
396,7568,53901.17,2017-09-06,2019-03-30
397,6543,56817.09,2021-06-28,2022-07-12
398,176,41307.55,2023-10-20,2024-12-29
399,2237,71866.26,2022-07-21,2023-12-17
400,7607,60374.63,2020-08-27,2022-07-04
401,1353,74246.98,2024-01-12,2025-03-15
402,7172,60893.33,2018-07-17,2019-06-05
403,4574,44382.4,2019-08-17,2020-07-27
404,296,44748.01,2023-01-15,2023-10-24
405,2035,44264.94,2020-06-21,2022-01-22
406,184,43442.31,2023-07-28,2024-10-29
407,5867,46916.98,2018-06-16,2019-06-13
408,565,59313.2,2020-08-14,2021-09-19
409,783,70255.67,2017-08-18,2019-08-03
410,1685,72969.07,2019-04-22,2020-11-21
411,7275,67901.29,2019-04-09,2019-11-28
412,798,77191.28,2018-10-08,2020-04-26
413,4092,84981.6,2018-03-29,2019-10-13
414,3277,35882.11,2021-06-01,2022-03-01
415,458,53541.42,2022-01-31,2022-08-13
416,3149,47131.23,2018-02-14,2018-10-16
417,1583,74820.63,2022-01-22,2023-01-08
418,722,63187.51,2024-01-28,2025-09-24
419,5360,65912.98,2020-05-06,2021-09-28
420,3106,86388.01,2019-07-09,2020-08-04
421,6473,41644.22,2019-04-13,2020-12-21
422,3503,54611.7,2021-12-18,2022-10-02
423,2845,57117.67,2022-04-06,2022-10-18
424,5182,56405.27,2020-02-13,2020-08-23
425,7517,38630.9,2018-08-20,2019-09-29
426,4563,37416.64,2019-10-15,2021-04-24
427,3581,51584.38,2019-02-12,2020-10-04
428,9812,89070.64,2023-01-17,2024-12-08
429,1669,48856.71,2019-10-05,2020-09-24
430,1553,88977.87,2023-03-31,2024-08-24
431,6367,53262.56,2018-07-17,2019-05-29
432,5210,38713.24,2023-12-05,2025-10-08
433,290,56030.43,2023-05-27,2025-02-24
434,3809,67310.77,2020-07-26,2022-06-21
435,218,36166.74,2024-03-24,2025-05-16
436,2033,48001.8,2019-10-11,2021-02-18
437,7021,69087.14,2017-06-04,2018-08-07
438,982,55598.8,2022-10-30,2023-09-15
439,4860,43341.88,2021-01-10,2022-01-31
440,3349,48093.52,2017-12-04,2018-07-10
441,9799,75659.06,2021-11-15,2023-08-11
442,5386,50296.95,2022-03-29,2023-02-09
443,649,78547.89,2018-06-23,2020-06-05
444,6798,76280.3,2023-11-12,2025-03-01
445,3753,53850.06,2023-07-04,2024-12-04
446,3373,84864.76,2020-11-29,2021-07-22
447,4069,68443.48,2018-09-08,2019-10-20
448,6251,52690.03,2017-05-31,2019-05-14
449,7248,38553.93,2021-03-22,2021-09-24
450,8056,87451.37,2022-09-01,2023-05-10
451,854,86605.1,2017-05-25,2018-04-14
452,2058,44552.17,2023-08-13,2024-05-12
453,8993,47997.06,2018-03-14,2019-04-07
454,1281,74874.4,2021-11-21,2023-07-30
455,5104,74692.06,2017-07-05,2018-06-18
456,4013,44703.95,2024-04-17,2025-12-22
457,4080,50694.41,2017-08-20,2018-12-23
458,7345,49952.34,2017-12-25,2019-01-15
459,7884,87305.73,2024-04-18,2025-01-04
460,5892,55774.46,2019-05-05,2020-12-12
461,7713,58248.35,2018-02-09,2019-11-02
462,9985,76817.85,2022-10-18,2024-07-02
463,7898,76906.11,2018-01-18,2018-08-06
464,7003,76737.21,2023-01-15,2023-10-07
465,4919,65406.87,2019-05-12,2020-04-12
466,2879,55924.76,2021-02-07,2022-04-26
467,5012,50577.42,2021-08-07,2023-05-13
468,9211,38956.68,2018-08-02,2020-06-04
469,2239,45764.37,2018-01-21,2019-11-12
470,3107,35705.88,2021-06-17,2021-12-18
471,8204,62029.95,2022-08-11,2024-02-25
472,6813,88377.1,2018-09-27,2020-05-03
473,6114,61925.31,2022-07-22,2024-02-15
474,9639,57483.32,2019-03-27,2019-12-04
475,637,56165.43,2018-11-07,2019-09-10
476,9267,45682.55,2020-10-28,2021-10-09
477,7149,77419.87,2019-06-03,2020-08-17
478,5712,74002.07,2023-05-08,2025-04-08
479,6033,70799.85,2019-10-03,2020-05-29
480,6948,48329.41,2023-04-19,2024-06-24
481,566,69702.4,2020-12-25,2022-06-28
482,463,49373.19,2021-03-09,2022-02-03
483,7463,48985.84,2018-01-10,2018-12-06
484,9866,35678.56,2020-03-29,2021-03-09
485,1513,56871.68,2022-03-18,2023-10-12
486,9604,63519.54,2023-10-19,2024-07-07
487,3094,44120.3,2022-03-14,2023-11-17
488,6994,73051.02,2017-11-11,2019-01-23
489,8203,67234.39,2019-12-13,2021-07-06
490,6744,41010.07,2022-05-06,2023-02-01
491,9382,79782.54,2022-01-18,2023-07-04
492,4408,86150.93,2020-06-09,2021-07-08
493,6521,35353.12,2019-03-01,2020-07-08
494,2760,35086.82,2024-02-09,2025-12-23
495,1145,63872.91,2019-10-03,2021-06-01
496,4725,44384.88,2022-03-17,2023-11-28
497,6139,73722.6,2022-12-23,2023-12-28
498,3245,45009.14,2021-11-28,2023-10-07
499,1807,66190.07,2020-10-03,2022-07-06
500,3483,46051.75,2020-11-26,2021-12-01
501,2994,49264.36,2018-04-14,2019-04-25
502,6698,69476.06,2017-08-23,2019-05-16
503,1790,39389.54,2023-10-02,2024-09-16
504,1405,41857.49,2021-06-13,2022-12-31
505,1053,36631.67,2020-09-06,2022-02-18
506,3847,61685.69,2018-09-22,2020-07-22
507,1652,38358.11,2023-08-15,2024-02-20
508,119,40326.3,2023-12-25,2024-08-03
509,8558,55661.62,2019-12-08,2020-06-12
510,8521,86267.06,2019-09-24,2020-12-19
511,7754,68240.44,2019-06-03,2020-11-09
512,5515,72502.3,2023-04-20,2024-10-30
513,5621,79926.6,2020-03-19,2021-08-03
514,5919,55813.96,2021-06-18,2023-01-27
515,938,83019.26,2019-06-23,2020-12-18
516,1642,60130.56,2023-07-25,2024-01-24
517,6584,36412.42,2021-05-05,2022-03-23
518,2014,87308.41,2020-02-05,2021-05-16
519,4073,59855.49,2022-05-17,2023-11-25
520,7786,57721.96,2021-05-04,2023-04-11
521,3080,89239.98,2019-01-11,2019-07-13
522,5279,69857.75,2020-12-25,2021-07-10
523,750,72286.12,2023-01-20,2024-06-16
524,3827,57009.09,2020-09-26,2022-08-03
525,1334,58535.4,2023-12-22,2025-06-10
526,7801,75385.28,2019-06-24,2020-04-01
527,4815,74156.81,2019-03-05,2020-03-18
528,8521,36746.02,2023-11-26,2025-10-22
529,8159,51574.16,2022-05-10,2023-02-03
530,8991,44242.91,2022-08-30,2024-06-18
531,7312,61519.27,2019-08-22,2020-06-15
532,8859,48384.58,2020-02-25,2021-04-26
533,2793,40800.83,2020-04-23,2021-01-19
534,479,86095.19,2021-07-21,2022-06-30
535,5350,77146.99,2019-10-19,2021-05-13
536,3611,71626.3,2018-06-17,2019-09-03
537,2017,85750.49,2023-02-24,2024-01-09
538,8061,78754.73,2024-04-04,2025-01-01
539,5453,86247.9,2023-12-25,2025-02-06
540,9842,70419.26,2019-02-23,2019-10-27
541,6177,70965.58,2023-01-13,2024-08-05
542,9207,79464.61,2023-12-28,2025-09-15
543,3663,41362.95,2020-04-19,2021-07-08
544,1437,39902.67,2023-11-24,2024-09-13
545,9703,75953.98,2022-11-05,2023-11-12
546,1903,42007.96,2020-05-27,2021-12-04
547,5135,66730.43,2018-01-22,2019-08-14
548,28,38403.67,2018-05-03,2019-09-13
549,8776,81591.52,2018-03-05,2019-03-14
550,6942,77420.45,2019-12-31,2021-05-21
551,2070,71505.85,2021-04-23,2023-04-05
552,9680,40862.23,2019-06-08,2020-07-19
553,151,52375.94,2022-05-06,2024-02-16
554,4864,62490.8,2017-08-23,2018-10-01
555,7468,68080.6,2021-07-04,2022-05-30
556,2390,67938.42,2018-12-16,2019-07-19
557,5061,89468.43,2017-05-18,2019-04-12
558,2023,89826.67,2020-10-13,2022-01-16
559,9404,69709.24,2018-02-15,2019-12-16
560,3535,51032.23,2019-04-17,2021-03-03
561,6172,88962.85,2017-06-28,2018-02-23
562,5459,80533.66,2020-09-23,2021-08-25
563,3451,73522.41,2022-09-14,2023-10-29
564,862,82122.83,2024-02-07,2025-02-04
565,6420,89141.42,2022-09-11,2024-01-10
566,2609,65136.86,2017-11-07,2018-05-28
567,5529,72284.43,2023-07-12,2025-03-15
568,5707,56508.47,2022-03-16,2023-10-17
569,8649,50530.02,2022-03-26,2023-07-08
570,3197,40352.58,2018-02-06,2019-09-12
571,5299,81739.53,2018-10-03,2019-05-26
572,4982,71004.87,2024-02-08,2025-11-17
573,9457,59303.61,2021-12-12,2022-10-28
574,7905,84346.99,2022-04-05,2023-07-27
575,3437,79239.71,2019-02-03,2020-03-12
576,3206,54922.42,2019-02-19,2019-08-27
577,9432,72307.48,2021-08-14,2022-05-25
578,2419,87271.9,2018-04-20,2019-11-06
579,6998,85929.19,2018-08-18,2019-08-05
580,1574,88578.73,2020-06-28,2021-12-24
581,2944,41454.08,2019-08-13,2020-04-02
582,8445,67636.58,2022-06-16,2023-11-24
583,2435,48475.06,2023-10-26,2025-06-10
584,1947,56815.46,2019-12-11,2021-02-09
