job_history_id,employee_id,start_date,end_date,all_jobs_id
55,5728,2015-08-02,2016-10-05,6
56,1943,2016-06-03,2016-12-18,2
57,1469,2016-07-30,2017-08-06,42
58,7120,2020-04-14,2020-09-27,29
59,311,2017-11-01,2018-08-09,31
60,9488,2021-04-02,2021-11-28,7
61,4552,2020-07-20,2021-05-07,48
62,6788,2019-07-29,2019-12-15,28
63,6688,2017-02-13,2018-05-31,26
64,7523,2016-09-21,2017-07-10,44
65,157,2017-09-03,2018-12-15,6
66,5455,2018-11-05,2020-02-14,4
67,4429,2021-04-10,2021-12-05,16
68,25,2015-06-22,2015-11-10,50
69,17,2017-12-29,2018-10-25,12
70,6096,2021-10-03,2022-08-31,22
71,6202,2020-10-24,2021-07-06,45
72,7561,2017-05-17,2018-03-27,24
73,6469,2018-07-02,2019-10-26,24
74,7504,2021-10-22,2023-02-05,13
75,2282,2021-07-29,2022-10-01,38
76,7809,2017-08-28,2018-05-09,31
77,1370,2015-08-15,2015-12-23,49
78,5531,2016-01-27,2016-12-13,1
79,8514,2021-03-02,2022-04-20,21
80,345,2022-03-02,2023-06-16,49
81,2489,2021-10-18,2022-05-30,16
82,894,2015-05-25,2016-02-01,40
83,6984,2019-06-03,2020-09-04,49
84,3045,2018-06-05,2019-02-19,8
85,7951,2020-09-28,2021-01-17,41
86,6852,2019-12-14,2020-10-01,7
87,5480,2017-01-05,2017-12-07,15
88,3601,2016-07-14,2017-04-04,1
89,3340,2021-10-31,2022-07-09,50
90,2702,2016-02-22,2017-04-02,35
91,2,2016-05-17,2017-08-23,32
92,8654,2019-06-15,2020-08-13,5
93,6847,2019-05-02,2020-06-01,10
94,3317,2021-04-08,2022-05-07,4
95,6191,2017-04-29,2018-02-03,8
96,921,2018-11-05,2019-04-11,31
97,828,2019-09-28,2020-07-27,28
98,1995,2019-12-29,2021-02-10,26
99,895,2019-05-20,2020-04-05,15
100,7531,2016-03-13,2016-12-07,4
101,9441,2017-06-09,2018-02-01,4
102,1941,2021-09-08,2022-08-09,8
103,9407,2017-07-18,2018-10-09,41
104,7689,2019-09-25,2020-11-09,29
105,7058,2018-02-17,2018-09-08,44
106,1703,2018-06-17,2019-07-16,39
107,4671,2016-11-02,2017-09-24,27
108,529,2017-03-29,2018-05-21,37
109,6345,2019-11-04,2020-03-07,44
110,9004,2015-12-20,2016-08-14,30
111,6885,2017-05-14,2017-11-06,5
112,2451,2021-06-06,2022-06-02,39
113,3588,2019-09-07,2020-09-03,2
114,8030,2015-08-23,2016-08-21,35
115,5095,2017-12-07,2018-11-12,46
116,7411,2016-04-16,2017-04-27,37
117,8331,2019-04-04,2019-09-29,33
118,4194,2017-01-10,2017-08-08,50
119,7460,2021-01-17,2022-03-11,23
120,6608,2019-03-22,2020-07-13,34
121,6418,2018-02-17,2019-05-14,35
122,7059,2016-07-12,2017-06-05,12
123,4156,2015-09-16,2016-03-29,33
124,3840,2017-01-29,2018-06-12,1
125,586,2018-03-05,2019-06-13,37
126,7214,2020-01-02,2020-09-24,5
127,4217,2018-04-06,2019-01-01,32
128,9674,2020-03-14,2020-06-30,23
129,1895,2022-04-26,2023-08-28,13
130,3541,2021-05-08,2022-04-04,25
131,2481,2018-04-01,2019-06-11,47
132,1440,2015-09-27,2016-06-20,5
133,6257,2018-08-30,2020-01-03,29
134,8551,2016-06-10,2017-02-06,5
135,292,2018-01-02,2018-07-02,35
136,8761,2015-07-31,2016-04-06,12
137,6648,2021-10-12,2022-11-27,20
138,1951,2020-10-20,2021-05-30,42
139,7363,2021-01-23,2021-12-04,6
140,5343,2019-09-21,2020-10-15,4
141,4564,2019-06-11,2020-08-11,43
142,2748,2015-09-04,2017-01-16,43
143,3550,2021-02-23,2021-07-27,43
144,6123,2016-05-20,2017-03-25,37
145,3864,2015-11-26,2016-12-05,31
146,1406,2018-11-24,2019-05-03,15
147,1028,2020-12-28,2021-05-31,24
148,8400,2016-05-27,2016-10-12,47
149,3954,2020-04-06,2021-05-08,25
150,384,2016-04-03,2016-11-30,2
151,7211,2018-01-12,2018-05-16,39
152,4979,2021-07-25,2022-11-12,28
153,5002,2021-04-01,2022-05-12,19
154,4289,2020-08-01,2021-12-08,4
155,5688,2020-09-28,2021-10-12,44
156,1064,2018-07-26,2018-12-23,22
157,9910,2016-07-07,2017-02-06,49
158,4178,2019-03-27,2020-03-14,10
159,9171,2016-11-06,2017-04-02,37
160,1191,2021-12-11,2023-03-07,40
161,2631,2019-04-14,2020-04-21,28
162,9774,2019-10-25,2020-02-12,4
163,8201,2021-01-02,2022-03-25,28
164,819,2020-08-15,2021-06-27,41
165,8563,2022-02-15,2022-10-22,5
166,5052,2021-10-22,2022-09-06,6
167,6991,2019-05-18,2020-03-12,47
168,1574,2020-08-05,2021-07-15,7
169,7645,2019-12-29,2020-06-23,44
170,9984,2018-02-18,2018-08-20,18
171,33,2017-04-22,2018-03-28,27
172,822,2021-05-15,2021-09-07,36
173,5609,2016-08-17,2017-08-17,48
174,5647,2015-12-16,2016-06-11,36
175,4590,2020-05-14,2020-08-27,44
176,4178,2018-06-21,2019-08-26,40
177,7859,2020-11-11,2022-02-18,32
178,9657,2018-06-21,2019-03-13,45
179,7933,2017-08-19,2018-04-21,12
180,111,2020-07-13,2021-02-16,3
181,963,2016-12-24,2017-05-15,13
182,5989,2016-05-09,2017-09-03,5
183,8519,2016-08-10,2017-01-04,27
184,7329,2019-11-24,2020-12-29,23
185,9149,2019-06-08,2020-04-25,39
186,2918,2018-09-28,2019-03-24,50
187,5081,2018-08-13,2019-04-25,40
188,7672,2018-02-06,2018-09-29,27
189,1648,2019-02-12,2019-10-08,40
190,9664,2020-09-02,2021-08-27,23
191,3472,2016-09-24,2017-07-06,12
192,1234,2020-02-29,2021-03-28,39
193,621,2017-08-14,2017-11-27,6
194,2233,2017-12-10,2018-07-16,26
195,3478,2016-07-01,2017-08-23,17
196,2194,2020-12-01,2021-10-23,10
197,7968,2017-08-01,2018-12-03,45
198,7758,2016-03-24,2017-03-31,4
199,5364,2022-04-11,2022-12-23,37
200,2711,2018-02-23,2019-02-17,28
201,2824,2016-09-07,2017-10-27,16
202,5905,2020-11-07,2021-08-23,48
203,4325,2021-03-11,2022-06-09,13
204,4559,2019-02-27,2020-03-08,17
205,2980,2019-03-17,2019-10-26,6
206,8563,2019-03-28,2019-07-08,41
207,1921,2020-11-25,2021-08-12,8
208,5553,2018-04-17,2019-02-18,31
209,9864,2021-03-21,2022-08-01,18
210,1633,2016-12-15,2017-09-30,44
211,1682,2020-07-05,2021-08-27,14
212,8941,2015-12-11,2016-09-21,49
213,6037,2020-08-06,2021-02-02,16
214,3356,2019-10-01,2020-07-12,31
215,229,2022-02-02,2023-06-05,33
216,3535,2019-02-20,2020-02-08,40
217,3969,2018-06-08,2019-05-10,8
218,5237,2019-07-25,2020-04-13,11
219,2452,2017-07-24,2018-11-03,44
220,3611,2019-07-23,2020-03-21,10
221,3846,2016-06-18,2017-09-18,17
222,2372,2022-02-01,2023-05-25,7
223,3351,2020-04-30,2021-02-02,37
224,7907,2017-11-12,2018-09-29,37
225,5340,2019-12-06,2020-06-07,28
226,9040,2015-12-04,2016-11-19,1
227,3233,2022-03-24,2023-01-09,15
228,312,2015-09-18,2016-07-29,1
229,4244,2018-01-08,2018-10-01,45
230,5343,2020-10-03,2021-10-05,47
231,726,2017-05-09,2018-09-21,20
232,8496,2015-11-24,2017-01-10,11
233,4795,2022-01-26,2023-01-04,3
234,8865,2020-09-25,2021-09-25,11
235,6211,2019-10-24,2020-08-06,12
236,5691,2016-06-11,2017-05-02,34
237,2945,2016-09-13,2017-03-28,37
238,7403,2018-09-25,2020-01-30,2
239,7009,2019-09-10,2020-03-08,49
240,5918,2020-09-13,2021-08-16,33
241,3565,2015-11-28,2016-03-16,25
242,8579,2017-03-22,2018-01-04,4
243,5769,2018-10-04,2019-03-21,35
244,2227,2018-08-18,2019-02-07,27
245,3324,2015-11-30,2017-02-12,46
246,1355,2018-08-21,2019-07-22,27
247,6116,2017-07-03,2017-11-12,2
248,1383,2020-02-10,2020-08-29,24
249,2223,2017-06-24,2018-05-20,41
250,401,2019-04-18,2019-11-14,50
251,4928,2016-11-23,2017-04-20,50
252,4680,2022-02-24,2023-02-03,29
253,5530,2018-04-12,2019-01-31,49
254,8927,2017-08-16,2018-11-15,33
255,6905,2019-02-25,2020-06-15,14
256,7989,2017-07-28,2018-03-06,6
257,7203,2017-06-01,2018-07-06,38
258,8801,2019-01-21,2019-05-05,31
259,8602,2019-03-05,2020-05-31,2
260,5453,2019-05-14,2020-05-07,16
261,3020,2015-10-20,2016-11-21,35
262,9024,2022-01-14,2022-06-01,48
263,2881,2020-12-18,2021-06-12,46
264,3654,2021-12-04,2023-01-21,43
265,6396,2017-09-29,2018-08-26,22
266,5960,2019-01-01,2020-05-03,13
267,7975,2018-01-24,2018-11-19,49
268,4421,2022-04-18,2023-01-13,19
269,1865,2020-04-04,2021-05-29,11
270,5369,2018-06-20,2018-12-16,25
271,2770,2018-09-09,2018-12-24,10
272,8875,2020-01-14,2020-08-06,43
273,4598,2020-05-03,2021-03-07,50
274,4201,2015-11-20,2016-07-14,44
275,2155,2015-05-09,2016-06-01,38
276,6335,2018-05-25,2018-12-18,8
277,8484,2016-05-03,2017-03-28,4
278,1232,2019-05-18,2020-08-07,36
279,6162,2021-08-24,2022-12-10,3
280,7087,2017-09-03,2018-10-11,37
281,3317,2017-06-22,2018-08-02,39
282,4309,2016-07-03,2016-11-18,22
283,606,2020-12-22,2022-03-03,25
284,8672,2018-06-12,2019-06-12,13
285,2490,2017-05-18,2017-11-06,40
286,1157,2015-05-31,2015-11-21,25
287,9540,2019-08-03,2020-11-19,34
288,6189,2018-03-22,2018-12-03,1
289,3040,2021-04-23,2022-04-17,32
290,6116,2019-09-26,2020-09-13,45
291,1734,2020-06-30,2020-11-06,49
292,4022,2022-04-09,2023-06-16,27
293,3124,2016-11-09,2017-02-23,41
294,5904,2021-10-31,2022-12-11,25
295,5457,2017-11-06,2019-01-13,42
296,6803,2016-02-29,2016-11-16,12
297,567,2020-09-24,2021-10-26,44
298,6281,2017-02-13,2017-10-24,40
299,1202,2021-09-22,2022-04-19,9
300,5229,2019-11-17,2020-12-01,11
301,8663,2019-02-21,2020-04-10,35
302,9543,2017-05-11,2017-08-19,44
303,8986,2017-05-07,2018-09-07,33
304,8504,2019-05-24,2020-09-25,25
305,509,2016-06-09,2016-10-22,34
306,1504,2022-02-02,2023-01-03,1
307,1630,2018-02-07,2019-03-19,19
308,2858,2022-01-01,2023-04-06,14
309,6558,2017-12-13,2018-07-26,2
310,6783,2020-02-16,2020-06-10,33
311,8317,2018-10-19,2019-07-16,42
312,9149,2021-03-03,2022-02-24,43
313,4690,2017-06-10,2018-10-23,17
314,4457,2019-06-06,2020-05-20,14
315,2201,2017-02-12,2017-07-19,50
316,3251,2019-05-09,2020-03-24,12
317,8100,2015-05-06,2016-03-14,32
318,3481,2017-05-30,2018-10-12,36
319,3665,2020-12-30,2021-05-16,50
320,9623,2020-06-07,2021-08-31,5
321,8263,2017-12-15,2018-08-27,4
322,3817,2019-10-23,2020-07-01,33
323,3944,2017-04-12,2018-08-19,3
324,9688,2018-10-17,2019-11-12,31
325,7999,2019-03-01,2020-07-07,22
326,6158,2018-06-24,2019-10-03,33
327,4284,2021-04-20,2021-09-27,12
328,9099,2018-01-16,2019-02-04,8
329,540,2015-05-21,2016-05-24,5
330,7742,2018-06-18,2019-05-20,18
331,2722,2021-05-01,2021-09-24,39
332,3743,2022-03-16,2022-08-25,7
333,2614,2022-02-27,2022-12-06,25
334,7222,2022-03-16,2023-01-08,20
335,121,2015-08-06,2015-12-13,14
336,2149,2016-03-29,2016-10-23,44
337,1752,2019-01-10,2019-05-26,9
338,8018,2019-07-25,2019-12-30,34
339,7337,2018-01-26,2018-05-14,49
340,5054,2020-03-08,2021-06-11,12
341,4006,2021-03-18,2022-03-05,9
342,5157,2015-08-28,2016-09-09,34
343,9035,2022-03-10,2022-07-28,6
344,8734,2020-01-01,2021-02-16,21
345,2733,2015-07-08,2016-05-15,2
346,3583,2018-10-10,2019-05-31,2
347,1907,2021-06-15,2022-03-18,25
348,2135,2016-10-12,2017-04-15,30
349,6493,2016-08-24,2017-09-11,6
350,9281,2021-01-09,2021-04-23,7
351,9418,2015-11-01,2016-06-03,23
352,1588,2015-09-06,2015-12-24,3
353,1138,2021-04-17,2022-05-30,30
354,2964,2016-12-03,2017-08-25,49
355,1056,2020-09-09,2021-07-09,15
356,2784,2015-11-13,2016-05-30,10
357,8901,2020-10-28,2021-02-14,42
358,1232,2018-08-09,2019-10-22,14
359,7353,2019-09-14,2020-03-22,3
360,490,2017-07-06,2018-09-13,37
361,9176,2016-06-07,2017-07-17,6
362,5108,2020-02-11,2020-06-28,1
363,4543,2020-10-09,2021-11-28,25
364,6350,2021-08-15,2022-11-18,6
365,3871,2015-11-26,2016-03-23,26
366,7626,2018-05-02,2018-10-22,32
367,8044,2020-12-30,2021-04-27,11
368,4626,2016-04-27,2016-08-29,24
369,9362,2017-05-25,2017-09-05,36
370,7110,2015-10-15,2016-05-06,48
371,5749,2018-11-11,2019-06-22,15
372,3389,2019-07-22,2019-11-12,24
373,1836,2018-11-26,2020-03-03,26
374,3072,2019-02-01,2019-07-18,27
375,5333,2017-02-13,2017-06-11,5
376,5117,2015-07-05,2016-02-29,37
377,6191,2021-02-02,2022-01-16,8
378,4002,2018-02-27,2018-12-09,3
379,1223,2020-11-18,2021-08-18,47
380,1647,2022-02-23,2022-09-24,14
381,2058,2020-09-08,2021-10-15,2
382,6485,2019-02-14,2019-09-05,29
383,903,2021-02-15,2021-08-10,38
384,4808,2015-12-08,2016-11-16,1
385,5070,2021-11-07,2023-01-07,6
386,3302,2017-03-31,2018-04-25,22
387,6875,2017-01-02,2017-10-01,27
388,3914,2016-09-15,2017-10-08,16
389,818,2020-10-20,2021-08-12,15
390,3692,2018-12-06,2019-12-05,43
391,5930,2018-07-15,2019-03-14,31
392,3287,2021-05-17,2022-06-30,15
393,1658,2018-03-02,2018-11-20,38
394,8264,2018-03-22,2019-06-24,2
395,192,2018-04-08,2019-04-25,2
396,4890,2017-07-10,2018-05-06,7
397,2321,2018-06-14,2019-04-03,44
398,7998,2017-12-24,2018-04-25,24
399,1516,2022-04-25,2023-01-08,46
400,7054,2020-02-07,2020-09-17,34
401,1988,2017-10-18,2018-08-14,18
402,5943,2019-09-10,2021-01-22,1
403,292,2019-01-11,2020-02-10,15
404,4189,2019-09-30,2020-11-27,50
405,6065,2020-05-16,2021-05-12,24
406,4759,2016-05-07,2017-08-30,25
407,4712,2021-09-11,2022-03-12,42
408,961,2017-11-24,2018-11-16,7
409,1730,2020-09-19,2021-11-23,49
410,9795,2022-04-19,2022-10-07,2
411,3500,2017-11-23,2018-03-04,11
412,1556,2021-05-28,2022-03-02,25
413,1723,2018-10-16,2019-10-18,39
414,8972,2020-04-10,2020-07-22,39
415,6652,2018-04-21,2018-08-07,48
416,9730,2019-03-04,2020-02-16,8
417,5719,2018-12-18,2019-11-16,3
418,5629,2018-03-28,2019-07-21,8
419,9477,2020-12-26,2021-10-21,11
420,7561,2018-07-31,2019-09-28,31
421,5806,2021-07-18,2022-03-18,2
422,6574,2016-05-05,2017-03-01,7
423,2614,2017-02-25,2017-08-18,43
424,8442,2022-03-12,2022-11-12,41
425,3216,2017-07-11,2018-08-24,47
426,7067,2018-05-07,2019-03-20,23
427,8814,2020-01-02,2021-03-02,48
428,9144,2021-02-17,2022-04-20,49
429,8177,2021-09-24,2022-01-07,11
430,2330,2018-02-19,2018-10-08,1
431,9105,2019-11-09,2020-03-29,32
432,490,2021-12-16,2022-10-08,15
433,5561,2022-02-02,2022-10-05,15
434,7994,2020-04-12,2021-08-10,25
435,4840,2017-09-20,2018-05-07,6
436,4776,2015-09-26,2017-01-07,10
437,7685,2015-10-12,2017-01-05,8
438,9537,2020-05-20,2021-01-26,29
439,5524,2015-05-03,2015-09-12,14
440,4860,2021-06-25,2022-07-27,24
441,6033,2016-12-24,2017-04-10,23
442,9174,2017-01-10,2017-05-15,4
443,2379,2016-09-29,2017-11-19,41
444,303,2021-01-05,2022-04-18,28
445,9548,2019-07-11,2020-03-23,23
446,7709,2020-03-24,2020-12-10,13
447,6959,2021-12-11,2022-05-29,17
448,7358,2020-01-18,2020-07-07,45
449,9724,2020-04-30,2020-11-20,17
450,6764,2019-03-03,2019-07-28,41
451,623,2016-01-06,2016-04-27,40
452,9266,2016-08-06,2017-02-03,34
453,4278,2016-12-04,2017-04-12,21
454,8545,2016-07-12,2017-03-04,8
455,7056,2018-01-18,2018-09-27,43
456,7241,2017-08-23,2018-02-16,3
457,3246,2017-12-08,2018-03-21,27
458,7204,2022-02-21,2022-07-28,19
459,8061,2021-05-13,2022-03-28,4
460,209,2020-01-25,2020-07-31,11
461,5948,2016-10-20,2017-07-18,11
462,5293,2015-09-10,2016-11-21,13
463,1316,2018-07-17,2019-03-04,13
464,1529,2015-07-27,2016-06-06,29
465,3056,2020-02-20,2021-03-05,12
466,462,2017-03-19,2017-12-21,37
467,4902,2021-10-21,2022-10-07,5
468,6062,2021-04-05,2022-06-26,18
469,518,2017-07-01,2018-04-25,7
470,4053,2017-03-17,2018-05-05,29
471,593,2016-11-10,2018-03-19,23
472,9001,2017-03-18,2018-04-05,18
473,2699,2021-04-20,2021-09-25,36
474,7301,2017-09-09,2018-10-28,13
475,3346,2015-08-20,2016-12-18,14
476,6654,2019-03-05,2020-04-30,40
477,1693,2020-08-06,2021-12-08,2
478,8900,2016-03-09,2017-04-12,11
479,6936,2016-01-14,2017-03-27,42
480,5800,2016-01-18,2016-06-21,28
481,2239,2021-01-13,2022-05-28,4
482,6272,2017-10-01,2018-07-25,19
483,4552,2019-09-01,2020-07-06,47
484,7857,2021-09-20,2022-05-10,25
485,7595,2019-02-21,2019-11-30,36
486,6266,2021-07-25,2022-04-20,11
487,783,2021-12-31,2022-08-21,36
488,5784,2016-03-23,2017-07-17,4
489,1274,2015-12-20,2016-09-01,42
490,4061,2020-09-23,2021-10-25,37
491,9254,2020-01-01,2020-10-09,10
492,7677,2015-06-19,2016-07-20,1
493,9486,2021-04-19,2022-04-17,11
494,7077,2015-07-05,2015-10-17,8
495,2364,2018-08-23,2019-05-26,34
496,5488,2019-02-08,2019-07-12,49
497,4111,2019-12-05,2020-12-09,16
498,2509,2020-06-22,2021-09-14,21
499,5466,2015-06-25,2015-10-08,10
500,4033,2021-06-07,2022-08-25,12
501,8873,2022-04-05,2023-02-08,49
502,5528,2016-09-22,2017-03-01,37
503,8794,2016-02-17,2016-07-28,49
504,9221,2020-06-23,2020-10-19,34
505,5717,2019-04-30,2020-05-05,12
506,3362,2020-09-06,2022-01-13,39
507,700,2019-04-29,2019-11-14,22
508,248,2020-11-17,2021-11-02,28
509,3594,2022-02-12,2023-06-02,1
510,8869,2017-12-25,2018-05-01,15
511,3720,2020-09-04,2021-09-08,36
512,4744,2016-01-30,2016-07-01,2
513,7058,2017-02-07,2018-01-16,41
514,7601,2018-12-07,2020-01-14,26
515,2332,2020-03-16,2021-06-11,45
516,1068,2019-10-16,2020-12-20,38
517,2016,2015-10-05,2016-01-21,48
518,5381,2022-04-09,2023-03-25,1
519,1664,2018-12-21,2019-11-20,38
520,574,2015-06-08,2016-03-15,39
521,7947,2017-06-09,2018-10-10,19
522,5023,2016-05-20,2017-08-24,23
523,4545,2020-07-13,2021-06-01,2
524,9685,2017-12-13,2018-08-28,8
525,4051,2019-01-30,2019-12-28,33
526,7111,2020-06-04,2020-12-27,31
527,9049,2019-12-24,2020-09-05,42
528,4026,2019-03-10,2020-07-17,8
529,5201,2016-12-12,2017-09-28,48
530,6770,2021-01-01,2021-11-14,32
531,9967,2021-08-17,2022-09-27,21
532,7567,2016-08-12,2017-02-11,40
533,9228,2015-10-21,2016-04-30,25
534,6701,2017-02-11,2017-08-14,15
535,7797,2016-05-21,2016-11-22,14
536,4334,2016-10-29,2017-10-14,15
537,703,2019-09-20,2020-12-09,13
538,1292,2016-01-08,2017-03-24,37
539,661,2020-02-05,2020-12-10,21
540,6644,2019-03-07,2019-11-26,49
541,1790,2021-06-20,2021-10-30,17
542,3827,2016-08-01,2017-02-14,20
543,346,2021-07-20,2022-05-19,29
544,8493,2019-07-31,2020-03-05,42
545,2463,2017-12-24,2019-05-07,37
546,8307,2018-06-05,2019-03-28,29
547,8968,2017-04-30,2018-07-02,6
548,7069,2016-10-26,2017-08-03,3
549,1422,2017-12-14,2018-05-15,38
550,7714,2017-07-11,2018-01-08,1
551,4392,2016-09-05,2017-04-14,12
552,7009,2015-08-19,2016-03-29,48
553,7233,2016-08-14,2017-11-30,17
554,3523,2021-10-01,2022-05-16,30
555,8751,2016-02-12,2016-06-25,3
556,3570,2020-06-08,2021-06-12,5
557,4306,2019-11-03,2020-07-07,13
558,1230,2019-10-31,2020-08-02,13
559,7890,2021-02-25,2021-08-05,46
560,7168,2015-08-02,2016-08-23,48
561,2342,2015-08-12,2016-01-22,27
562,1072,2021-03-01,2022-06-23,7
563,4702,2016-02-02,2016-11-23,30
564,2795,2018-02-22,2019-01-15,2
565,3359,2018-05-07,2019-04-08,17
566,8826,2015-05-23,2016-09-18,31
567,3752,2016-12-19,2017-09-21,47
568,5113,2020-07-29,2021-03-29,8
569,5303,2016-07-19,2017-05-28,23
570,5003,2016-03-24,2016-10-09,29
571,1053,2018-08-26,2019-01-23,42
572,6496,2020-11-11,2021-11-19,33
573,5355,2019-09-28,2020-04-05,38
574,6628,2015-06-10,2016-01-14,26
575,7757,2015-10-27,2017-02-09,41
576,309,2017-04-17,2018-05-01,1
577,8564,2021-08-17,2022-04-11,39
578,3664,2020-06-18,2021-01-03,36
579,743,2017-10-20,2018-06-29,8
580,8963,2015-05-21,2016-03-03,43
581,7765,2020-06-06,2021-09-25,33
582,1705,2020-05-22,2021-03-09,26
583,7104,2016-11-07,2017-11-07,1
584,8676,2020-08-09,2021-10-30,4
585,4336,2021-07-22,2022-07-17,5
586,619,2016-12-16,2018-03-04,49
587,2128,2016-09-22,2017-05-25,19
588,6589,2021-11-15,2022-05-28,46
589,9106,2016-05-23,2017-10-05,34
590,2794,2018-07-02,2018-11-12,28
591,7657,2019-06-06,2020-01-26,14
592,6186,2015-09-27,2016-10-10,3
593,7496,2016-05-01,2017-09-04,14
594,7110,2018-10-10,2019-02-27,13
595,4292,2021-03-13,2021-09-28,37
596,1535,2017-12-23,2018-05-15,34
597,3113,2019-06-11,2019-11-26,29
598,2486,2020-05-11,2021-08-31,38
599,3301,2019-07-21,2020-11-13,34
600,114,2015-12-03,2016-09-01,20
601,111,2018-11-13,2019-06-18,42
602,54,2018-07-24,2019-09-25,50
603,8596,2016-01-11,2016-08-15,48
604,4542,2019-03-06,2019-08-10,37
605,1326,2016-04-07,2016-12-09,26
606,8030,2018-11-09,2019-06-27,27
607,9514,2021-02-27,2022-06-13,12
608,7820,2019-04-27,2020-05-18,13
609,6671,2015-10-21,2016-03-18,36
610,3334,2015-07-30,2016-11-13,15
611,7784,2018-01-15,2018-07-01,42
612,2644,2019-07-16,2020-06-29,41
613,9149,2021-07-26,2022-08-15,7
614,1232,2017-05-12,2018-02-12,24
615,3401,2016-12-24,2018-01-24,43
616,3038,2016-11-27,2018-02-22,24
617,8256,2016-11-23,2017-07-08,35
618,560,2018-07-08,2018-11-30,12
619,3279,2020-11-11,2021-10-26,26
620,1040,2019-06-11,2019-10-15,27
621,3908,2021-03-08,2022-02-28,16
622,5094,2020-09-11,2021-12-26,5
623,7759,2019-12-19,2020-12-19,49
624,7456,2021-11-13,2022-02-27,26
625,2532,2022-03-19,2023-03-06,33
626,5076,2018-11-04,2019-02-19,39
627,7735,2021-05-19,2022-03-26,11
628,4111,2015-08-14,2016-08-08,34
629,1163,2018-03-08,2018-12-06,1
630,497,2018-02-09,2019-03-16,16
631,1444,2017-06-04,2018-05-16,27
632,8799,2018-06-14,2018-12-19,5
633,8702,2015-08-20,2016-11-04,33
634,3987,2019-06-23,2020-08-08,29
635,3628,2016-12-18,2018-02-22,39
636,8849,2016-09-13,2017-11-11,22
637,9296,2019-07-29,2020-11-27,15
638,949,2022-04-15,2023-05-04,50
639,2544,2021-05-20,2022-04-14,12
640,8469,2021-08-28,2022-04-25,7
641,6975,2018-08-25,2019-05-30,37
642,4095,2016-02-26,2016-11-14,38
643,4016,2017-04-24,2018-03-05,50
644,9668,2018-11-11,2020-02-27,34
645,2436,2016-11-09,2018-03-21,16
646,2857,2016-11-09,2017-09-29,3
647,2743,2017-02-24,2017-11-04,41
648,8384,2019-05-22,2019-10-19,27
649,1401,2020-07-09,2021-05-26,22
650,2610,2019-08-06,2019-12-10,15
651,6371,2017-04-15,2018-05-02,32
652,482,2019-02-21,2020-05-13,5
653,9438,2021-07-26,2022-05-19,18
654,8049,2018-01-25,2018-06-17,3
655,4538,2019-02-03,2019-06-22,46
656,2465,2020-11-01,2021-02-09,36
657,4184,2018-08-23,2019-07-13,19
658,1724,2021-05-15,2021-09-11,11
659,9206,2020-12-16,2022-04-17,13
660,6879,2017-04-22,2017-12-23,9
661,8987,2017-08-26,2018-05-10,29
662,8255,2020-04-10,2021-02-10,22
663,3045,2020-11-10,2021-10-05,14
664,8922,2015-08-17,2016-09-04,42
665,6976,2022-01-17,2022-06-01,45
666,7859,2016-09-11,2017-02-24,15
667,7408,2020-05-20,2021-03-24,30
